"","pred_lm","pred_knn"
"1",825.74328272664,742.465840685573
"2",492.693183435412,542.475736074224
"3",1244.57797008738,1022.6626362312
"4",562.566339908887,542.475736074224
"5",1076.14923906788,898.273247857648
"6",560.779984737079,542.475736074224
"7",757.6407524068,742.465840685573
"8",585.66801426929,542.475736074224
"9",989.15513156627,898.273247857648
"10",1077.9039743914,898.273247857648
"11",1233.97444146626,898.273247857648
"12",490.820562328867,542.475736074224
"13",878.373414875882,813.302559231404
"14",753.38258921799,662.191002700616
"15",651.073909370494,662.191002700616
"16",695.656711174972,662.191002700616
"17",1198.26651629209,898.273247857648
"18",1179.32209891681,875.807402165912
"19",1240.64738065192,875.807402165912
"20",1076.2380413117,875.807402165912
"21",565.694748199256,662.191002700616
"22",642.736965029266,662.191002700616
"23",1043.81598442061,813.302559231404
"24",1098.97008005168,875.807402165912
"25",858.252947454183,813.302559231404
"26",553.746116058239,662.191002700616
"27",1039.05692521878,813.302559231404
"28",515.599000231327,662.191002700616
"29",986.826472913077,813.302559231404
"30",1104.65178106662,813.302559231404
"31",809.463306007288,813.302559231404
"32",855.121528966584,813.302559231404
"33",959.101378574266,813.302559231404
"34",482.940381838515,662.191002700616
"35",532.717103194262,662.191002700616
"36",975.424200963351,813.302559231404
"37",511.115613968315,662.191002700616
"38",673.854609621455,813.302559231404
"39",1044.75366600325,813.302559231404
"40",699.02005896437,813.302559231404
"41",844.116545036572,813.302559231404
"42",1165.66953027992,813.302559231404
"43",774.389821140737,813.302559231404
"44",682.758498032577,813.302559231404
"45",490.104627697748,662.191002700616
"46",729.156872773169,813.302559231404
"47",650.918362524205,813.302559231404
"48",640.83677923255,813.302559231404
"49",878.928031170312,813.302559231404
"50",924.452599768328,813.302559231404
"51",672.021442805365,813.302559231404
"52",976.422059452594,813.302559231404
"53",842.495697052992,813.302559231404
"54",1040.43073230599,813.302559231404
"55",941.999533706793,813.302559231404
"56",813.79936257801,813.302559231404
"57",772.493525948692,813.302559231404
"58",677.232582925864,813.302559231404
"59",955.784272742553,813.302559231404
"60",465.931578113146,662.191002700616
"61",740.274799646096,813.302559231404
"62",1121.16309238764,813.302559231404
"63",718.196322268998,813.302559231404
"64",1116.56589140641,813.302559231404
"65",736.93887655208,813.302559231404
"66",1017.15211850436,813.302559231404
"67",1020.86990219126,813.302559231404
"68",681.611292147009,813.302559231404
"69",1071.83413504712,813.302559231404
"70",1087.39268997914,813.302559231404
"71",1261.27988114881,813.302559231404
"72",1140.45185589801,813.302559231404
"73",565.887065265978,813.302559231404
"74",891.637386049974,813.302559231404
"75",618.84561856719,813.302559231404
"76",801.695368981824,813.302559231404
"77",1022.29126097536,813.302559231404
"78",477.975823323562,662.191002700616
"79",1220.3381387004,813.302559231404
"80",1207.17886923156,813.302559231404
"81",1162.44415303409,813.302559231404
"82",899.61133940758,813.302559231404
"83",676.749328018219,813.302559231404
"84",945.401602961177,813.302559231404
"85",625.265739428924,813.302559231404
"86",1117.05862040998,813.302559231404
"87",1226.16834021897,813.302559231404
"88",779.904100708844,813.302559231404
"89",1209.68100286014,813.302559231404
"90",579.132594704356,813.302559231404
"91",886.377085831354,813.302559231404
"92",736.725360140987,813.302559231404
"93",1226.78574015926,813.302559231404
"94",559.699859721846,813.302559231404
"95",813.677426513431,813.302559231404
"96",1024.87855147663,813.302559231404
"97",595.782021030546,813.302559231404
"98",741.345765373446,813.302559231404
"99",799.923379417413,813.302559231404
"100",776.600474670183,813.302559231404
